,START_DATE,SIMULATION_START_DATE,XTIME units base,time[1],time[-1]
wrfout_d02_2011-11-20_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,11/20/11 00:00,11/20/11 23:00
wrfout_d02_2011-11-21_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,11/21/11 00:00,11/21/11 23:00
wrfout_d02_2011-11-22_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,11/22/11 00:00,11/22/11 23:00
wrfout_d02_2011-11-23_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,11/23/11 00:00,11/23/11 23:00
wrfout_d02_2011-11-24_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,11/24/11 00:00,11/24/11 23:00
wrfout_d02_2011-11-25_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,11/25/11 00:00,11/25/11 23:00
wrfout_d02_2011-11-26_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,11/26/11 00:00,11/26/11 23:00
wrfout_d02_2011-11-27_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,11/27/11 00:00,11/27/11 23:00
wrfout_d02_2011-11-28_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,11/28/11 00:00,11/28/11 23:00
wrfout_d02_2011-11-29_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,11/29/11 00:00,11/29/11 23:00
wrfout_d02_2011-11-30_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,11/30/11 00:00,11/30/11 23:00
wrfout_d02_2011-12-01_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,12/1/11 00:00,12/1/11 23:00
wrfout_d02_2011-12-02_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,12/2/11 00:00,12/2/11 23:00
wrfout_d02_2011-12-03_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,12/3/11 00:00,12/3/11 23:00
wrfout_d02_2011-12-04_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,12/4/11 00:00,12/4/11 23:00
wrfout_d02_2011-12-05_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,12/5/11 00:00,12/5/11 23:00
wrfout_d02_2011-12-06_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,12/6/11 00:00,12/6/11 23:00
wrfout_d02_2011-12-07_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,12/7/11 00:00,12/7/11 23:00
wrfout_d02_2011-12-08_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,12/8/11 00:00,12/8/11 23:00
wrfout_d02_2011-12-09_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,12/9/11 00:00,12/9/11 23:00
wrfout_d02_2011-12-10_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,12/10/11 00:00,12/10/11 23:00
wrfout_d02_2011-12-11_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,12/11/11 00:00,12/11/11 23:00
wrfout_d02_2011-12-12_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,12/12/11 00:00,12/12/11 23:00
wrfout_d02_2011-12-13_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,12/13/11 00:00,12/13/11 23:00
wrfout_d02_2011-12-14_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,12/14/11 00:00,12/14/11 23:00
wrfout_d02_2011-12-15_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,12/15/11 00:00,12/15/11 23:00
wrfout_d02_2011-12-16_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,12/16/11 00:00,12/16/11 23:00
wrfout_d02_2011-12-17_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,12/17/11 00:00,12/17/11 23:00
wrfout_d02_2011-12-18_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,12/18/11 00:00,12/18/11 23:00
wrfout_d02_2011-12-19_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,12/19/11 00:00,12/19/11 23:00
wrfout_d02_2011-12-20_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,12/20/11 00:00,12/20/11 23:00
wrfout_d02_2011-12-21_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,12/21/11 00:00,12/21/11 23:00
wrfout_d02_2011-12-22_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,12/22/11 00:00,12/22/11 23:00
wrfout_d02_2011-12-23_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,12/23/11 00:00,12/23/11 23:00
wrfout_d02_2011-12-24_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,12/24/11 00:00,12/24/11 23:00
wrfout_d02_2011-12-25_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,12/25/11 00:00,12/25/11 23:00
wrfout_d02_2011-12-26_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,12/26/11 00:00,12/26/11 23:00
wrfout_d02_2011-12-27_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,12/27/11 00:00,12/27/11 23:00
wrfout_d02_2011-12-28_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,12/28/11 00:00,12/28/11 23:00
wrfout_d02_2011-12-29_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,12/29/11 00:00,12/29/11 23:00
wrfout_d02_2011-12-30_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,12/30/11 00:00,12/30/11 23:00
wrfout_d02_2011-12-31_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,12/31/11 00:00,12/31/11 23:00
wrfout_d02_2012-01-01_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,1/1/12 00:00,1/1/12 23:00
wrfout_d02_2012-01-02_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,1/2/12 00:00,1/2/12 23:00
wrfout_d02_2012-01-03_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,1/3/12 00:00,1/3/12 23:00
wrfout_d02_2012-01-04_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,1/4/12 00:00,1/4/12 23:00
wrfout_d02_2012-01-05_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,1/5/12 00:00,1/5/12 23:00
wrfout_d02_2012-01-06_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,1/6/12 00:00,1/6/12 23:00
wrfout_d02_2012-01-07_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,1/7/12 00:00,1/7/12 23:00
wrfout_d02_2012-01-08_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,1/8/12 00:00,1/8/12 23:00
wrfout_d02_2012-01-09_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,1/9/12 00:00,1/9/12 23:00
wrfout_d02_2012-01-10_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,1/10/12 00:00,1/10/12 23:00
wrfout_d02_2012-01-11_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,1/11/12 00:00,1/11/12 23:00
wrfout_d02_2012-01-12_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,1/12/12 00:00,1/12/12 23:00
wrfout_d02_2012-01-13_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,1/13/12 00:00,1/13/12 23:00
wrfout_d02_2012-01-14_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,1/14/12 00:00,1/14/12 23:00
wrfout_d02_2012-01-15_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,1/15/12 00:00,1/15/12 23:00
wrfout_d02_2012-01-16_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,1/16/12 00:00,1/16/12 23:00
wrfout_d02_2012-01-17_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,1/17/12 00:00,1/17/12 23:00
wrfout_d02_2012-01-18_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,1/18/12 00:00,1/18/12 23:00
wrfout_d02_2012-01-19_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,1/19/12 00:00,1/19/12 23:00
wrfout_d02_2012-01-20_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,1/20/12 00:00,1/20/12 23:00
wrfout_d02_2012-01-21_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,1/21/12 00:00,1/21/12 23:00
wrfout_d02_2012-01-22_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,1/22/12 00:00,1/22/12 23:00
wrfout_d02_2012-01-23_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,1/23/12 00:00,1/23/12 23:00
wrfout_d02_2012-01-24_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,1/24/12 00:00,1/24/12 23:00
wrfout_d02_2012-01-25_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,1/25/12 00:00,1/25/12 23:00
wrfout_d02_2012-01-26_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,1/26/12 00:00,1/26/12 23:00
wrfout_d02_2012-01-27_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,1/27/12 00:00,1/27/12 23:00
wrfout_d02_2012-01-28_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,1/28/12 00:00,1/28/12 23:00
wrfout_d02_2012-01-29_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,1/29/12 00:00,1/29/12 23:00
wrfout_d02_2012-01-30_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,1/30/12 00:00,1/30/12 23:00
wrfout_d02_2012-01-31_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,1/31/12 00:00,1/31/12 23:00
wrfout_d02_2012-02-01_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,2/1/12 00:00,2/1/12 23:00
wrfout_d02_2012-02-02_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,2/2/12 00:00,2/2/12 23:00
wrfout_d02_2012-02-03_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,2/3/12 00:00,2/3/12 23:00
wrfout_d02_2012-02-04_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,2/4/12 00:00,2/4/12 23:00
wrfout_d02_2012-02-05_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,2/5/12 00:00,2/5/12 23:00
wrfout_d02_2012-02-06_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,2/6/12 00:00,2/6/12 23:00
wrfout_d02_2012-02-07_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,2/7/12 00:00,2/7/12 23:00
wrfout_d02_2012-02-08_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,2/8/12 00:00,2/8/12 23:00
wrfout_d02_2012-02-09_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,2/9/12 00:00,2/9/12 23:00
wrfout_d02_2012-02-10_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,2/10/12 00:00,2/10/12 23:00
wrfout_d02_2012-02-11_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,2/11/12 00:00,2/11/12 23:00
wrfout_d02_2012-02-12_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,2/12/12 00:00,2/12/12 23:00
wrfout_d02_2012-02-13_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,2/13/12 00:00,2/13/12 23:00
wrfout_d02_2012-02-14_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,2/14/12 00:00,2/14/12 23:00
wrfout_d02_2012-02-15_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,2/15/12 00:00,2/15/12 23:00
wrfout_d02_2012-02-16_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,2/16/12 00:00,2/16/12 23:00
wrfout_d02_2012-02-17_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,2/17/12 00:00,2/17/12 23:00
wrfout_d02_2012-02-18_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,2/18/12 00:00,2/18/12 23:00
wrfout_d02_2012-02-19_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,2/19/12 00:00,2/19/12 23:00
wrfout_d02_2012-02-20_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,2/20/12 00:00,2/20/12 23:00
wrfout_d02_2012-02-21_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,2/21/12 00:00,2/21/12 23:00
wrfout_d02_2012-02-22_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,2/22/12 00:00,2/22/12 23:00
wrfout_d02_2012-02-23_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,2/23/12 00:00,2/23/12 23:00
wrfout_d02_2012-02-24_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,2/24/12 00:00,2/24/12 23:00
wrfout_d02_2012-02-25_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,2/25/12 00:00,2/25/12 23:00
wrfout_d02_2012-02-26_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,2/26/12 00:00,2/26/12 23:00
wrfout_d02_2012-02-27_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,2/27/12 00:00,2/27/12 23:00
wrfout_d02_2012-02-28_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,2/28/12 00:00,2/28/12 23:00
wrfout_d02_2012-02-29_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,2/29/12 00:00,2/29/12 23:00
wrfout_d02_2012-03-01_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,3/1/12 00:00,3/1/12 23:00
wrfout_d02_2012-03-02_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,3/2/12 00:00,3/2/12 23:00
wrfout_d02_2012-03-03_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,3/3/12 00:00,3/3/12 23:00
wrfout_d02_2012-03-04_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,3/4/12 00:00,3/4/12 23:00
wrfout_d02_2012-03-05_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,3/5/12 00:00,3/5/12 23:00
wrfout_d02_2012-03-06_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,3/6/12 00:00,3/6/12 23:00
wrfout_d02_2012-03-07_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,3/7/12 00:00,3/7/12 23:00
wrfout_d02_2012-03-08_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,3/8/12 00:00,3/8/12 23:00
wrfout_d02_2012-03-09_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,3/9/12 00:00,3/9/12 23:00
wrfout_d02_2012-03-10_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,3/10/12 00:00,3/10/12 23:00
wrfout_d02_2012-03-11_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,3/11/12 00:00,3/11/12 23:00
wrfout_d02_2012-03-12_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,3/12/12 00:00,3/12/12 23:00
wrfout_d02_2012-03-13_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,3/13/12 00:00,3/13/12 23:00
wrfout_d02_2012-03-14_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,3/14/12 00:00,3/14/12 23:00
wrfout_d02_2012-03-15_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,3/15/12 00:00,3/15/12 23:00
wrfout_d02_2012-03-16_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,3/16/12 00:00,3/16/12 23:00
wrfout_d02_2012-03-17_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,3/17/12 00:00,3/17/12 23:00
wrfout_d02_2012-03-18_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,3/18/12 00:00,3/18/12 23:00
wrfout_d02_2012-03-19_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,3/19/12 00:00,3/19/12 23:00
wrfout_d02_2012-03-20_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,3/20/12 00:00,3/20/12 23:00
wrfout_d02_2012-03-21_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,3/21/12 00:00,3/21/12 23:00
wrfout_d02_2012-03-22_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,3/22/12 00:00,3/22/12 23:00
wrfout_d02_2012-03-23_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,3/23/12 00:00,3/23/12 23:00
wrfout_d02_2012-03-24_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,3/24/12 00:00,3/24/12 23:00
wrfout_d02_2012-03-25_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,3/25/12 00:00,3/25/12 23:00
wrfout_d02_2012-03-26_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,3/26/12 00:00,3/26/12 23:00
wrfout_d02_2012-03-27_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,3/27/12 00:00,3/27/12 23:00
wrfout_d02_2012-03-28_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,3/28/12 00:00,3/28/12 23:00
wrfout_d02_2012-03-29_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,3/29/12 00:00,3/29/12 23:00
wrfout_d02_2012-03-30_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,3/30/12 00:00,3/30/12 23:00
wrfout_d02_2012-03-31_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,3/31/12 00:00,3/31/12 23:00
wrfout_d02_2012-04-01_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,4/1/12 00:00,4/1/12 23:00
wrfout_d02_2012-04-02_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,4/2/12 00:00,4/2/12 23:00
wrfout_d02_2012-04-03_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,4/3/12 00:00,4/3/12 23:00
wrfout_d02_2012-04-04_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,4/4/12 00:00,4/4/12 23:00
wrfout_d02_2012-04-05_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,4/5/12 00:00,4/5/12 23:00
wrfout_d02_2012-04-06_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,4/6/12 00:00,4/6/12 23:00
wrfout_d02_2012-04-07_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,4/7/12 00:00,4/7/12 23:00
wrfout_d02_2012-04-08_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,4/8/12 00:00,4/8/12 23:00
wrfout_d02_2012-04-09_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,4/9/12 00:00,4/9/12 23:00
wrfout_d02_2012-04-10_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,4/10/12 00:00,4/10/12 23:00
wrfout_d02_2012-04-11_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,4/11/12 00:00,4/11/12 23:00
wrfout_d02_2012-04-12_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,4/12/12 00:00,4/12/12 23:00
wrfout_d02_2012-04-13_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,4/13/12 00:00,4/13/12 23:00
wrfout_d02_2012-04-14_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,4/14/12 00:00,4/14/12 23:00
wrfout_d02_2012-04-15_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,4/15/12 00:00,4/15/12 23:00
wrfout_d02_2012-04-16_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,4/16/12 00:00,4/16/12 23:00
wrfout_d02_2012-04-17_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,4/17/12 00:00,4/17/12 23:00
wrfout_d02_2012-04-18_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,4/18/12 00:00,4/18/12 23:00
wrfout_d02_2012-04-19_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,4/19/12 00:00,4/19/12 23:00
wrfout_d02_2012-04-20_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,4/20/12 00:00,4/20/12 23:00
wrfout_d02_2012-04-21_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,4/21/12 00:00,4/21/12 23:00
wrfout_d02_2012-04-22_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,4/22/12 00:00,4/22/12 23:00
wrfout_d02_2012-04-23_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,4/23/12 00:00,4/23/12 23:00
wrfout_d02_2012-04-24_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,4/24/12 00:00,4/24/12 23:00
wrfout_d02_2012-04-25_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,4/25/12 00:00,4/25/12 23:00
wrfout_d02_2012-04-26_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,4/26/12 00:00,4/26/12 23:00
wrfout_d02_2012-04-27_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,4/27/12 00:00,4/27/12 23:00
wrfout_d02_2012-04-28_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,4/28/12 00:00,4/28/12 23:00
wrfout_d02_2012-04-29_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,4/29/12 00:00,4/29/12 23:00
wrfout_d02_2012-04-30_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,4/30/12 00:00,4/30/12 23:00
wrfout_d02_2012-05-01_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,5/1/12 00:00,5/1/12 23:00
wrfout_d02_2012-05-02_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,5/2/12 00:00,5/2/12 23:00
wrfout_d02_2012-05-03_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,5/3/12 00:00,5/3/12 23:00
wrfout_d02_2012-05-04_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,5/4/12 00:00,5/4/12 23:00
wrfout_d02_2012-05-05_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,5/5/12 00:00,5/5/12 23:00
wrfout_d02_2012-05-06_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,5/6/12 00:00,5/6/12 23:00
wrfout_d02_2012-05-07_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,5/7/12 00:00,5/7/12 23:00
wrfout_d02_2012-05-08_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,5/8/12 00:00,5/8/12 23:00
wrfout_d02_2012-05-09_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,5/9/12 00:00,5/9/12 23:00
wrfout_d02_2012-05-10_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,5/10/12 00:00,5/10/12 23:00
wrfout_d02_2012-05-11_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,5/11/12 00:00,5/11/12 23:00
wrfout_d02_2012-05-12_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,5/12/12 00:00,5/12/12 23:00
wrfout_d02_2012-05-13_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,5/13/12 00:00,5/13/12 23:00
wrfout_d02_2012-05-14_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,5/14/12 00:00,5/14/12 23:00
wrfout_d02_2012-05-15_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,5/15/12 00:00,5/15/12 23:00
wrfout_d02_2012-05-16_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,5/16/12 00:00,5/16/12 23:00
wrfout_d02_2012-05-17_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,5/17/12 00:00,5/17/12 23:00
wrfout_d02_2012-05-18_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,5/18/12 00:00,5/18/12 23:00
wrfout_d02_2012-05-19_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,5/19/12 00:00,5/19/12 23:00
wrfout_d02_2012-05-20_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,5/20/12 00:00,5/20/12 23:00
wrfout_d02_2012-05-21_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,5/21/12 00:00,5/21/12 23:00
wrfout_d02_2012-05-22_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,5/22/12 00:00,5/22/12 23:00
wrfout_d02_2012-05-23_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,5/23/12 00:00,5/23/12 23:00
wrfout_d02_2012-05-24_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,5/24/12 00:00,5/24/12 23:00
wrfout_d02_2012-05-25_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,5/25/12 00:00,5/25/12 23:00
wrfout_d02_2012-05-26_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,5/26/12 00:00,5/26/12 23:00
wrfout_d02_2012-05-27_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,5/27/12 00:00,5/27/12 23:00
wrfout_d02_2012-05-28_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,5/28/12 00:00,5/28/12 23:00
wrfout_d02_2012-05-29_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,5/29/12 00:00,5/29/12 23:00
wrfout_d02_2012-05-30_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,5/30/12 00:00,5/30/12 23:00
wrfout_d02_2012-05-31_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,5/31/12 00:00,5/31/12 23:00
wrfout_d02_2012-06-01_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,6/1/12 00:00,6/1/12 23:00
wrfout_d02_2012-06-02_00:00:00,12/20/11 00:00,12/20/11 00:00,12/20/11 00:00,6/2/12 00:00,6/2/12 23:00
